date,avg_sentiment
2020-1-1,1.0
2020-1-2,1.0
2020-1-5,0.0
2020-1-6,0.0
2020-1-11,0.0
2020-1-12,0.25
2020-1-13,0.4
2020-1-14,0.5
2020-1-26,0.0
2020-1-27,0.0
2020-1-31,1.0
2020-2-4,1.0
2020-2-9,1.0
2020-2-10,1.0
2020-2-13,1.0
2020-2-14,1.0
2020-2-15,-1.0
2020-2-16,-1.0
2020-2-17,0.0
2020-2-18,0.0
2020-2-23,0.0
2020-2-24,0.0
2020-2-25,0.0
2020-2-27,-0.5
2020-2-28,-0.5
2020-3-1,1.0
2020-3-2,1.0
2020-3-5,0.0
2020-3-6,0.0
2020-3-7,0.0
2020-3-8,-1.0
2020-3-9,-0.16666666666666666
2020-3-10,0.2
2020-3-11,0.0
2020-3-15,0.0
2020-3-16,0.0
2020-3-17,-1.0
2020-3-18,0.0
2020-3-19,-0.5
2020-3-20,-1.0
2020-3-25,-0.5
2020-3-26,-0.5
2020-3-31,0.0
2020-4-1,-0.25
2020-4-2,-0.25
2020-4-3,0.0
2020-4-6,-0.5
2020-4-7,0.5
2020-4-8,0.5
2020-4-9,1.0
2020-4-11,0.0
2020-4-12,0.0
2020-4-13,0.0
2020-4-14,0.0
2020-4-15,0.0
2020-4-16,0.0
2020-4-22,-1.0
2020-4-23,0.0
2020-4-24,0.0
2020-4-27,1.0
2020-4-28,1.0
2020-4-29,-1.0
2020-4-30,-1.0
2020-5-3,-0.5
2020-5-4,-0.5
2020-5-5,0.0
2020-5-6,-1.0
2020-5-7,-0.5
2020-5-8,0.0
2020-5-12,0.0
2020-5-13,0.0
2020-5-14,-0.6666666666666666
2020-5-15,-1.0
2020-5-18,0.0
2020-5-19,0.0
2020-5-20,1.0
2020-5-21,0.5
2020-5-22,0.0
2020-5-23,0.0
2020-5-26,0.0
2020-5-27,-0.5
2020-5-28,-1.0
2020-5-30,0.0
2020-5-31,0.0
2020-6-1,0.0
2020-6-2,0.0
2020-6-7,0.0
2020-6-8,0.0
2020-6-9,0.0
2020-6-10,0.0
2020-6-11,0.0
2020-6-12,0.0
2020-6-14,0.0
2020-6-17,0.0
2020-6-20,0.0
2020-6-21,0.0
2020-6-22,0.0
2020-6-23,0.0
2020-6-24,0.0
2020-6-25,-0.5
2020-6-26,-0.5
2020-6-28,0.0
2020-6-29,0.0
2020-6-30,0.0
2020-7-1,0.0
2020-7-6,0.0
2020-7-7,0.0
2020-7-9,0.0
2020-7-10,0.0
2020-7-11,0.0
2020-7-12,0.0
2020-7-13,1.0
2020-7-14,1.0
2020-7-15,0.3333333333333333
2020-7-16,0.3333333333333333
2020-7-17,0.0
2020-7-18,0.0
2020-7-19,0.0
2020-7-20,0.0
2020-7-24,0.0
2020-7-25,0.0
2020-7-30,0.0
2020-7-31,0.0
2020-8-1,0.0
2020-8-6,0.0
2020-8-7,0.0
2020-8-10,0.0
2020-8-11,0.0
2020-8-18,0.0
2020-8-19,0.0
2020-8-20,1.0
2020-8-21,1.0
2020-8-23,1.0
2020-8-24,1.0
2020-8-25,0.0
2020-8-26,0.0
2020-8-27,0.0
2020-8-29,0.0
2020-8-30,0.0
2020-8-31,0.0
2020-9-1,0.6666666666666666
2020-9-2,0.2
2020-9-3,0.0
2020-9-7,0.0
2020-9-8,0.0
2020-9-9,0.0
2020-9-10,0.0
2020-9-11,0.0
2020-9-12,0.0
2020-9-13,0.0
2020-9-14,0.0
2020-9-15,0.0
2020-9-16,1.0
2020-9-17,0.0
2020-9-20,-0.5
2020-9-21,-0.5
2020-9-22,0.0
2020-9-23,0.3333333333333333
2020-9-24,1.0
2020-9-27,0.0
2020-9-28,0.0
2020-9-30,0.5
2020-10-1,0.6666666666666666
2020-10-2,1.0
2020-10-4,0.0
2020-10-5,0.0
2020-10-6,0.5
2020-10-7,0.5
2020-10-9,0.0
2020-10-10,0.0
2020-10-12,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-18,-0.5
2020-10-19,-1.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,0.0
2020-10-25,0.5
2020-10-26,1.0
2020-10-30,0.0
2020-10-31,0.0
2020-11-1,0.5
2020-11-2,1.0
2020-11-4,0.5
2020-11-5,0.5
2020-11-6,-1.0
2020-11-7,-1.0
2020-11-8,0.0
2020-11-9,0.0
2020-11-12,0.0
2020-11-13,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,0.0
