date,avg_sentiment
2020-01-07,0.0
2020-01-16,1.0
2020-01-28,-1.0
2020-02-06,-1.0
2020-03-03,-1.0
2020-03-12,-1.0
2020-03-17,0.0
2020-03-19,1.0
2020-03-26,1.0
2020-04-08,-0.5
2020-04-23,-1.0
2020-04-28,-1.0
2020-05-04,0.0
2020-05-06,0.0
2020-05-09,0.0
2020-05-28,0.0
2020-05-31,-1.0
2020-06-02,1.0
2020-06-10,-1.0
2020-07-06,0.0
2020-07-08,0.0
2020-07-28,-1.0
2020-07-29,1.0
2020-08-04,1.0
2020-08-18,0.0
2020-09-11,0.0
2020-09-15,0.0
2020-09-17,0.0
2020-09-30,1.0
2020-10-29,1.0
2020-11-01,0.0
2020-11-01,0.0
2020-11-12,1.0
2020-12-01,0.0
2020-12-01,0.0
2020-12-03,-1.0
2020-12-09,0.0
2020-12-10,1.0
2021-01-07,1.0
2021-01-10,0.0
2021-01-13,0.0
2021-01-28,1.0
2021-01-30,0.0
2021-02-04,0.0
2021-02-08,0.0
2021-03-01,0.0
2021-03-01,0.0
2021-03-02,0.0
2021-03-05,-1.0
2021-03-16,0.5
2021-03-24,0.0
2021-05-14,0.0
2021-06-01,0.0
2021-07-27,-1.0
2021-08-25,0.0
2021-09-30,1.0
2021-10-20,0.0
2021-10-21,1.0
2021-10-28,-1.0
2021-10-30,-1.0
2021-11-13,0.0
2022-01-20,0.0
2022-02-01,-1.0
2022-02-01,-1.0
2022-02-20,0.0
2022-02-23,0.0
2022-03-04,-1.0
2022-04-01,0.0
2022-04-01,0.0
2022-05-03,0.0
2022-05-25,0.0
2022-06-04,0.0
2022-06-06,0.0
2022-06-21,-1.0
2022-06-27,0.0
2022-06-30,0.0
2022-07-06,-1.0
2022-07-21,0.5714285714285714
2022-07-23,0.0
2022-09-15,0.0
2022-09-19,1.0
2022-10-03,0.0
2022-10-25,0.0
2022-10-29,0.0
2022-10-30,1.0
2022-10-31,-1.0
2022-11-03,0.6666666666666666
2022-11-08,0.0
2022-11-29,1.0
2022-12-01,0.0
2022-12-18,-1.0
2023-01-17,1.0
2023-01-19,1.0
2023-01-27,0.0
2023-02-01,0.0
2023-02-01,0.0
2023-02-02,1.0
2023-02-08,1.0
2023-02-10,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-20,0.0
2023-04-06,1.0
2023-04-17,1.0
2023-04-28,0.0
2023-04-30,0.0
2023-05-02,1.0
2023-05-03,0.0
2023-05-10,0.0
2023-06-01,1.0
2023-06-01,1.0
2023-06-02,-1.0
2023-06-16,0.0
2023-06-21,0.0
2023-06-23,-1.0
2023-06-25,-1.0
2023-06-30,1.0
2023-07-06,1.0
2023-07-07,1.0
2023-07-14,-1.0
2023-07-19,1.0
2023-07-27,1.0
2023-08-01,-0.3333333333333333
2023-08-01,-0.3333333333333333
2023-08-05,0.0
2023-08-07,0.0
2023-09-06,-1.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,-1.0
2023-10-02,1.0
2023-10-03,-1.0
2023-10-04,0.0
2023-10-07,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-17,0.0
2023-10-19,-1.0
2023-10-20,-1.0
2023-11-02,1.0
2023-11-10,1.0
2023-12-01,0.0
2023-12-07,0.0
2023-12-09,0.0
2023-12-12,0.0
2023-12-14,0.0
