date,avg_sentiment
2020-1-20,0.0
2020-1-21,0.0
2020-1-24,0.0
2020-2-2,1.0
2020-2-3,1.0
2020-2-5,-0.3333333333333333
2020-2-6,0.0
2020-2-11,1.0
2020-2-12,1.0
2020-2-23,-1.0
2020-2-24,-1.0
2020-2-25,-1.0
2020-3-8,0.0
2020-3-9,0.0
2020-3-10,0.0
2020-3-12,0.5
2020-3-13,1.0
2020-3-16,-1.0
2020-3-17,-1.0
2020-3-22,-0.5
2020-3-23,-0.5
2020-4-6,0.0
2020-4-7,0.0
2020-4-8,0.0
2020-4-9,0.0
2020-4-13,-1.0
2020-4-14,-0.5
2020-4-15,0.0
2020-4-19,-1.0
2020-4-20,-1.0
2020-4-21,-1.0
2020-4-29,-0.5
2020-4-30,0.0
2020-5-1,0.5
2020-5-2,0.0
2020-5-13,1.0
2020-5-14,0.0
2020-5-15,-1.0
2020-5-31,0.0
2020-6-1,0.0
2020-6-2,-0.3333333333333333
2020-6-3,-1.0
2020-6-5,0.0
2020-6-6,0.0
2020-6-7,0.0
2020-6-8,0.0
2020-6-12,0.0
2020-6-20,0.0
2020-6-21,0.0
2020-6-22,0.0
2020-6-23,0.0
2020-7-2,0.0
2020-7-3,0.0
2020-7-5,0.0
2020-7-6,0.0
2020-7-20,-1.0
2020-7-21,-1.0
2020-7-22,-0.6
2020-7-23,-0.3333333333333333
2020-7-24,-1.0
2020-7-29,0.0
2020-7-30,0.0
2020-8-10,1.0
2020-8-12,-1.0
2020-8-13,-1.0
2020-8-18,0.0
2020-8-19,0.0
2020-8-20,0.0
2020-8-24,0.0
2020-8-25,0.5
2020-9-16,0.0
2020-9-17,0.0
2020-9-21,0.0
2020-9-22,0.0
2020-10-4,-1.0
2020-10-5,-1.0
2020-10-15,0.0
2020-10-21,0.0
2020-10-22,-0.5
2020-10-23,0.0
2020-10-25,-1.0
2020-10-26,0.0
2020-10-27,-0.2
2020-10-28,0.3333333333333333
2020-10-29,1.0
2020-10-30,0.0
2020-11-2,0.0
2020-11-3,0.0
2020-11-5,0.0
2020-11-6,0.0
2020-11-9,0.0
2020-11-10,0.0
2020-11-11,0.0
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-19,0.0
2020-11-20,0.0
2020-11-30,-0.5
2020-12-1,-1.0
2020-12-13,0.0
2020-12-14,0.0
2020-12-16,0.0
2020-12-17,0.0
2020-12-29,1.0
2020-12-30,1.0
2021-1-12,0.0
2021-1-13,0.0
2021-1-14,0.0
2021-1-15,0.0
2021-1-18,0.0
2021-1-19,0.0
2021-1-21,1.0
2021-1-22,1.0
2021-1-29,0.0
2021-1-30,0.0
2021-1-31,0.0
2021-2-1,-0.5
2021-2-2,-1.0
2021-2-3,1.0
2021-2-4,1.0
2021-2-7,0.0
2021-2-8,-0.5
2021-2-15,-1.0
2021-2-16,1.0
2021-2-17,1.0
2021-2-18,0.0
2021-2-19,0.0
2021-2-22,0.0
2021-2-23,0.0
2021-2-25,0.0
2021-2-26,0.0
2021-3-1,0.0
2021-3-2,0.0
2021-3-9,0.0
2021-3-10,0.0
2021-4-8,0.0
2021-4-9,0.0
2021-4-14,0.0
2021-4-15,0.0
2021-4-16,0.0
2021-4-19,0.0
2021-4-20,0.0
2021-4-21,-1.0
2021-4-23,1.0
2021-5-5,1.0
2021-5-6,0.5
2021-5-7,0.0
2021-5-11,0.0
2021-5-12,0.0
2021-5-24,0.0
2021-5-25,0.0
2021-5-26,0.0
2021-5-31,0.0
2021-6-1,0.0
2021-6-8,0.0
2021-6-9,0.0
2021-6-10,0.0
2021-6-14,-1.0
2021-6-15,-1.0
2021-6-20,0.0
2021-6-21,0.0
2021-6-27,0.0
2021-6-28,0.0
2021-6-29,0.0
2021-6-30,0.0
2021-7-1,0.0
2021-7-2,0.0
2021-7-6,0.0
2021-7-7,0.0
2021-7-8,0.0
2021-7-13,0.0
2021-7-26,0.0
2021-7-27,0.0
2021-7-28,0.0
2021-7-29,0.0
2021-8-2,0.0
2021-8-3,0.0
2021-8-4,0.0
2021-8-5,0.0
2021-8-8,-1.0
2021-8-9,-0.5
2021-8-10,0.0
2021-8-23,0.0
2021-8-24,0.0
2021-8-26,0.0
2021-8-27,0.0
2021-8-30,0.0
2021-8-31,0.2
2021-9-1,0.25
2021-9-2,0.0
2021-9-3,0.0
2021-9-20,0.0
2021-9-21,0.5
2021-9-23,1.0
2021-9-24,1.0
2021-9-27,0.0
2021-9-28,0.0
2021-9-30,0.0
2021-10-1,0.0
2021-10-4,0.0
2021-10-10,0.0
2021-10-11,0.0
2021-10-12,-0.5
2021-10-13,-1.0
2021-10-17,-1.0
2021-10-18,-1.0
2021-10-21,0.0
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,0.0
2021-11-10,1.0
2021-11-11,1.0
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.6666666666666666
2021-11-18,1.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-26,0.0
2021-11-27,0.0
2021-12-7,1.0
2021-12-8,1.0
2021-12-9,1.0
2021-12-22,0.0
2021-12-23,0.0
2022-1-24,0.0
2022-1-25,0.0
2022-1-26,1.0
2022-1-27,1.0
2022-2-10,0.0
2022-2-11,1.0
2022-2-16,1.0
2022-2-17,1.0
2022-2-23,0.0
