date,avg_sentiment
2020-03-16,-1.0
2020-06-01,1.0
2020-06-01,1.0
2020-06-04,0.0
2020-06-29,0.0
2020-11-20,-1.0
2020-12-16,1.0
2021-04-01,0.0
2021-04-01,0.0
2021-05-14,0.0
2021-05-24,0.0
2021-06-24,0.0
2021-06-26,0.0
2021-07-16,1.0
2021-10-21,1.0
2021-11-15,1.0
2021-11-20,1.0
2021-11-22,1.0
2021-12-21,0.0
2022-02-05,0.0
2022-02-24,0.0
2022-03-15,-1.0
2022-04-05,0.0
2022-04-13,0.0
2022-05-03,0.0
2022-05-07,0.0
2022-05-10,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-07-20,-1.0
2022-08-18,1.0
2022-09-07,0.0
2022-09-27,0.0
2022-11-23,0.0
2022-12-05,1.0
2022-12-18,0.0
2023-03-09,1.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-29,0.0
2023-03-31,0.0
2023-06-06,0.0
2023-06-08,0.0
2023-07-12,-1.0
2023-07-15,-1.0
2023-08-09,0.0
2023-08-25,0.0
2023-09-16,0.0
2023-11-18,0.0
2023-12-01,0.0
2023-12-01,0.0
